GENE	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_names
SRC	BP	GO:0044262	cellular carbohydrate metabolic process	Apr-29	290/18614	0.00100811	0.009526934	0.005063821	2033/9821/6714/7157	4	EP300/RB1CC1/SRC/TP53
SRC	BP	GO:0008286	insulin receptor signaling pathway	Mar-29	128/18614	0.001018341	0.009567665	0.005085471	2885/5594/6714	3	GRB2/MAPK1/SRC
SRC	BP	GO:0038127	ERBB signaling pathway	Mar-29	131/18614	0.00108881	0.01011217	0.00537489	2885/5594/6714	3	GRB2/MAPK1/SRC
SRC	BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	Feb-29	32/18614	0.00112925	0.010368564	0.00551117	2534/6714	2	FYN/SRC
SRC	BP	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	Feb-29	32/18614	0.00112925	0.010368564	0.00551117	2534/6714	2	FYN/SRC
SRC	BP	GO:0048565	digestive tract development	Mar-29	134/18614	0.001162298	0.010552099	0.005608724	4087/4088/6714	3	SMAD2/SMAD3/SRC
SRC	BP	GO:1900180	regulation of protein localization to nucleus	Mar-29	134/18614	0.001162298	0.010552099	0.005608724	2534/4088/6714	3	FYN/SMAD3/SRC
SRC	BP	GO:0038094	Fc-gamma receptor signaling pathway	Feb-29	33/18614	0.001200945	0.010842048	0.005762839	2534/6714	2	FYN/SRC
SRC	BP	GO:0071375	cellular response to peptide hormone stimulus	Apr-29	308/18614	0.001259647	0.011135312	0.005918717	2885/5594/6714/7532	4	GRB2/MAPK1/SRC/YWHAG
SRC	BP	GO:0033146	regulation of intracellular estrogen receptor signaling pathway	Feb-29	35/18614	0.001350728	0.011549078	0.006138645	367/6714	2	AR/SRC
SRC	BP	GO:0050890	cognition	Apr-29	317/18614	0.001400637	0.011856515	0.006302056	2033/2534/5594/6714	4	EP300/FYN/MAPK1/SRC
SRC	BP	GO:0030177	positive regulation of Wnt signaling pathway	Mar-29	146/18614	0.001487403	0.012389914	0.006585572	1457/4088/6714	3	CSNK2A1/SMAD3/SRC
SRC	BP	GO:0055123	digestive system development	Mar-29	146/18614	0.001487403	0.012389914	0.006585572	4087/4088/6714	3	SMAD2/SMAD3/SRC
SRC	BP	GO:0051053	negative regulation of DNA metabolic process	Mar-29	148/18614	0.001546573	0.012751337	0.006777678	1026/6714/7157	3	CDKN1A/SRC/TP53
SRC	BP	GO:0062012	regulation of small molecule metabolic process	Apr-29	331/18614	0.001641417	0.013354479	0.007098264	978/2033/6714/7157	4	CDA/EP300/SRC/TP53
SRC	BP	GO:0032386	regulation of intracellular transport	Apr-29	332/18614	0.00165965	0.013354479	0.007098264	2534/5594/4088/6714	4	FYN/MAPK1/SMAD3/SRC
SRC	BP	GO:0051604	protein maturation	Apr-29	332/18614	0.00165965	0.013354479	0.007098264	552900/1387/2033/6714	4	BOLA2/CREBBP/EP300/SRC
SRC	BP	GO:0010675	regulation of cellular carbohydrate metabolic process	Mar-29	152/18614	0.00166931	0.013354479	0.007098264	2033/6714/7157	3	EP300/SRC/TP53
SRC	BP	GO:0034614	cellular response to reactive oxygen species	Mar-29	152/18614	0.00166931	0.013354479	0.007098264	2534/5594/6714	3	FYN/MAPK1/SRC
SRC	BP	GO:0007265	Ras protein signal transduction	Apr-29	333/18614	0.001678025	0.013358069	0.007100172	1026/2885/6714/7157	4	CDKN1A/GRB2/SRC/TP53
SRC	BP	GO:0060562	epithelial tube morphogenesis	Apr-29	334/18614	0.001696541	0.013439265	0.00714333	367/2099/4088/6714	4	AR/ESR1/SMAD3/SRC
SRC	BP	GO:0030111	regulation of Wnt signaling pathway	Apr-29	338/18614	0.001772034	0.013901007	0.007388758	1457/3065/4088/6714	4	CSNK2A1/HDAC1/SMAD3/SRC
SRC	BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	Mar-29	156/18614	0.001797997	0.014036539	0.007460797	367/9821/6714	3	AR/RB1CC1/SRC
SRC	BP	GO:0048754	branching morphogenesis of an epithelial tube	Mar-29	157/18614	0.001831111	0.014226325	0.007561674	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:0098751	bone cell development	Feb-29	41/18614	0.001850762	0.0143102	0.007606255	2033/6714	2	EP300/SRC
SRC	BP	GO:0062197	cellular response to chemical stress	Apr-29	349/18614	0.001991682	0.015253833	0.008107822	2534/5594/6714/7157	4	FYN/MAPK1/SRC/TP53
SRC	BP	GO:0045022	early endosome to late endosome transport	Feb-29	44/18614	0.002128979	0.015927917	0.008466115	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0031295	T cell costimulation	Feb-29	45/18614	0.002225854	0.016424566	0.008730098	2534/6714	2	FYN/SRC
SRC	BP	GO:0002861	regulation of inflammatory response to antigenic stimulus	Feb-29	47/18614	0.002425771	0.017422423	0.009260485	2534/6714	2	FYN/SRC
SRC	BP	GO:0031294	lymphocyte costimulation	Feb-29	47/18614	0.002425771	0.017422423	0.009260485	2534/6714	2	FYN/SRC
SRC	BP	GO:0098927	vesicle-mediated transport between endosomal compartments	Feb-29	47/18614	0.002425771	0.017422423	0.009260485	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0048660	regulation of smooth muscle cell proliferation	Mar-29	176/18614	0.002534251	0.017962061	0.009547318	1026/3065/6714	3	CDKN1A/HDAC1/SRC
SRC	BP	GO:0048659	smooth muscle cell proliferation	Mar-29	180/18614	0.002700744	0.018893519	0.010042412	1026/3065/6714	3	CDKN1A/HDAC1/SRC
SRC	BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	Mar-29	181/18614	0.0027434	0.018945874	0.01007024	2534/6714/7157	3	FYN/SRC/TP53
SRC	BP	GO:0006109	regulation of carbohydrate metabolic process	Mar-29	183/18614	0.00282996	0.019270953	0.010243029	2033/6714/7157	3	EP300/SRC/TP53
SRC	BP	GO:0022602	ovulation cycle process	Feb-29	52/18614	0.002961246	0.019543326	0.010387802	2099/6714	2	ESR1/SRC
SRC	BP	GO:0048013	ephrin receptor signaling pathway	Feb-29	52/18614	0.002961246	0.019543326	0.010387802	2534/6714	2	FYN/SRC
SRC	BP	GO:0006006	glucose metabolic process	Mar-29	187/18614	0.003008113	0.019680611	0.010460773	2033/6714/7157	3	EP300/SRC/TP53
SRC	BP	GO:0050728	negative regulation of inflammatory response	Mar-29	187/18614	0.003008113	0.019680611	0.010460773	2534/4088/6714	3	FYN/SMAD3/SRC
SRC	BP	GO:0032210	regulation of telomere maintenance via telomerase	Feb-29	53/18614	0.00307441	0.019872984	0.010563024	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0038093	Fc receptor signaling pathway	Feb-29	54/18614	0.003189581	0.020453823	0.010871756	2534/6714	2	FYN/SRC
SRC	BP	GO:0001541	ovarian follicle development	Feb-29	57/18614	0.003547086	0.022131628	0.011763554	2099/6714	2	ESR1/SRC
SRC	BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	Feb-29	58/18614	0.003670231	0.022489469	0.011953756	2534/6714	2	FYN/SRC
SRC	BP	GO:0043393	regulation of protein binding	Mar-29	201/18614	0.003685608	0.022489469	0.011953756	1026/2033/6714	3	CDKN1A/EP300/SRC
SRC	BP	GO:0050727	regulation of inflammatory response	Apr-29	414/18614	0.003687939	0.022489469	0.011953756	2099/2534/4088/6714	4	ESR1/FYN/SMAD3/SRC
SRC	BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	Mar-29	204/18614	0.003841933	0.023340465	0.012406084	1457/4088/6714	3	CSNK2A1/SMAD3/SRC
SRC	BP	GO:0000302	response to reactive oxygen species	Mar-29	205/18614	0.003894931	0.023573812	0.012530114	2534/5594/6714	3	FYN/MAPK1/SRC
SRC	BP	GO:0035306	positive regulation of dephosphorylation	Feb-29	61/18614	0.00405151	0.024012739	0.012763415	4088/6714	2	SMAD3/SRC
SRC	BP	GO:1904356	regulation of telomere maintenance via telomere lengthening	Feb-29	61/18614	0.00405151	0.024012739	0.012763415	5594/6714	2	MAPK1/SRC
SRC	BP	GO:1901654	response to ketone	Mar-29	208/18614	0.004056608	0.024012739	0.012763415	367/978/6714	3	AR/CDA/SRC
SRC	BP	GO:0043434	response to peptide hormone	Apr-29	427/18614	0.00411742	0.024283759	0.01290747	2885/5594/6714/7532	4	GRB2/MAPK1/SRC/YWHAG
SRC	BP	GO:0002064	epithelial cell development	Mar-29	210/18614	0.004166641	0.024484695	0.013014272	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:0051893	regulation of focal adhesion assembly	Feb-29	64/18614	0.004450429	0.02541305	0.013507718	4088/6714	2	SMAD3/SRC
SRC	BP	GO:0090109	regulation of cell-substrate junction assembly	Feb-29	64/18614	0.004450429	0.02541305	0.013507718	4088/6714	2	SMAD3/SRC
SRC	BP	GO:0042060	wound healing	Apr-29	439/18614	0.004543022	0.025759729	0.013691987	1026/4087/4088/6714	4	CDKN1A/SMAD2/SMAD3/SRC
SRC	BP	GO:0007004	telomere maintenance via telomerase	Feb-29	69/18614	0.005154058	0.028329789	0.015058043	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0150116	regulation of cell-substrate junction organization	Feb-29	69/18614	0.005154058	0.028329789	0.015058043	4088/6714	2	SMAD3/SRC
SRC	BP	GO:0046777	protein autophosphorylation	Mar-29	227/18614	0.005175879	0.028353288	0.015070533	2534/9821/6714	3	FYN/RB1CC1/SRC
SRC	BP	GO:0008406	gonad development	Mar-29	228/18614	0.005239432	0.028508155	0.015152849	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:0019318	hexose metabolic process	Mar-29	228/18614	0.005239432	0.028508155	0.015152849	2033/6714/7157	3	EP300/SRC/TP53
SRC	BP	GO:0016055	Wnt signaling pathway	Apr-29	461/18614	0.00539908	0.029083044	0.015458418	1457/3065/4088/6714	4	CSNK2A1/HDAC1/SMAD3/SRC
SRC	BP	GO:0198738	cell-cell signaling by wnt	Apr-29	463/18614	0.005481916	0.029431148	0.015643445	1457/3065/4088/6714	4	CSNK2A1/HDAC1/SMAD3/SRC
SRC	BP	GO:0045137	development of primary sexual characteristics	Mar-29	233/18614	0.005564295	0.029569806	0.015717146	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:0060348	bone development	Mar-29	235/18614	0.00569757	0.029893744	0.015889327	2033/6714/7157	3	EP300/SRC/TP53
SRC	BP	GO:2000573	positive regulation of DNA biosynthetic process	Feb-29	74/18614	0.005905501	0.030784803	0.016362949	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0006278	RNA-templated DNA biosynthetic process	Feb-29	75/18614	0.006061462	0.031195296	0.016581137	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0042698	ovulation cycle	Feb-29	75/18614	0.006061462	0.031195296	0.016581137	2099/6714	2	ESR1/SRC
SRC	BP	GO:0031667	response to nutrient levels	Apr-29	477/18614	0.006085872	0.03122149	0.01659506	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
SRC	BP	GO:0007264	small GTPase mediated signal transduction	Apr-29	483/18614	0.006357843	0.032384911	0.017213449	1026/2885/6714/7157	4	CDKN1A/GRB2/SRC/TP53
SRC	BP	GO:0002437	inflammatory response to antigenic stimulus	Feb-29	78/18614	0.006540588	0.032839994	0.017455338	2534/6714	2	FYN/SRC
SRC	BP	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	Feb-29	78/18614	0.006540588	0.032839994	0.017455338	1457/6714	2	CSNK2A1/SRC
SRC	BP	GO:0050804	modulation of chemical synaptic transmission	Apr-29	487/18614	0.006543613	0.032839994	0.017455338	2534/5594/6714/7532	4	FYN/MAPK1/SRC/YWHAG
SRC	BP	GO:0099177	regulation of trans-synaptic signaling	Apr-29	488/18614	0.006590616	0.032871717	0.0174722	2534/5594/6714/7532	4	FYN/MAPK1/SRC/YWHAG
SRC	BP	GO:0033002	muscle cell proliferation	Mar-29	249/18614	0.006684519	0.033237488	0.017666617	1026/3065/6714	3	CDKN1A/HDAC1/SRC
SRC	BP	GO:0033044	regulation of chromosome organization	Mar-29	250/18614	0.006758672	0.033503111	0.017807803	246184/5594/6714	3	CDC26/MAPK1/SRC
SRC	BP	GO:0010833	telomere maintenance via telomere lengthening	Feb-29	81/18614	0.007036453	0.034457298	0.018314979	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	Mar-29	255/18614	0.007136835	0.034738328	0.018464353	2534/6714/7157	3	FYN/SRC/TP53
SRC	BP	GO:0005996	monosaccharide metabolic process	Mar-29	256/18614	0.007213953	0.035008252	0.018607825	2033/6714/7157	3	EP300/SRC/TP53
SRC	BP	GO:0060828	regulation of canonical Wnt signaling pathway	Mar-29	260/18614	0.007527405	0.035879491	0.019070913	3065/4088/6714	3	HDAC1/SMAD3/SRC
SRC	BP	GO:0061515	myeloid cell development	Feb-29	84/18614	0.007548903	0.035879491	0.019070913	2033/6714	2	EP300/SRC
SRC	BP	GO:0034103	regulation of tissue remodeling	Feb-29	86/18614	0.007899673	0.036789256	0.019554477	6714/7157	2	SRC/TP53
SRC	BP	GO:0048041	focal adhesion assembly	Feb-29	86/18614	0.007899673	0.036789256	0.019554477	4088/6714	2	SMAD3/SRC
SRC	BP	GO:2000243	positive regulation of reproductive process	Feb-29	87/18614	0.008077782	0.037403141	0.019880773	367/6714	2	AR/SRC
SRC	BP	GO:2000117	negative regulation of cysteine-type endopeptidase activity	Feb-29	91/18614	0.008808247	0.040437862	0.021493809	1457/6714	2	CSNK2A1/SRC
SRC	BP	GO:0070301	cellular response to hydrogen peroxide	Feb-29	93/18614	0.009184217	0.041341769	0.02197426	2534/6714	2	FYN/SRC
SRC	BP	GO:0007548	sex differentiation	Mar-29	283/18614	0.00948657	0.042466197	0.022571923	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:1904705	regulation of vascular associated smooth muscle cell proliferation	Feb-29	95/18614	0.009567286	0.042521627	0.022601386	1026/6714	2	CDKN1A/SRC
SRC	BP	GO:0031348	negative regulation of defense response	Mar-29	284/18614	0.009577891	0.042521627	0.022601386	2534/4088/6714	3	FYN/SMAD3/SRC
SRC	BP	GO:0007044	cell-substrate junction assembly	Feb-29	96/18614	0.009761469	0.043099817	0.02290871	4088/6714	2	SMAD3/SRC
SRC	BP	GO:1990874	vascular associated smooth muscle cell proliferation	Feb-29	97/18614	0.009957409	0.043607514	0.023178564	1026/6714	2	CDKN1A/SRC
SRC	BP	GO:0048661	positive regulation of smooth muscle cell proliferation	Feb-29	99/18614	0.010354541	0.044860425	0.02384452	3065/6714	2	HDAC1/SRC
SRC	BP	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	Feb-29	99/18614	0.010354541	0.044860425	0.02384452	3065/6714	2	HDAC1/SRC
SRC	BP	GO:0008585	female gonad development	Feb-29	102/18614	0.010963285	0.046745829	0.024846663	2099/6714	2	ESR1/SRC
SRC	BP	GO:0150115	cell-substrate junction organization	Feb-29	103/18614	0.011169657	0.047500436	0.025247756	4088/6714	2	SMAD3/SRC
SRC	BP	GO:0048608	reproductive structure development	Mar-29	301/18614	0.011209976	0.047546773	0.025272386	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:0032204	regulation of telomere maintenance	Feb-29	104/18614	0.011377748	0.048132043	0.025583473	5594/6714	2	MAPK1/SRC
SRC	BP	GO:0061458	reproductive system development	Mar-29	305/18614	0.011616029	0.049011756	0.026051064	367/2099/6714	3	AR/ESR1/SRC
SRC	BP	GO:0046545	development of primary female sexual characteristics	Feb-29	106/18614	0.011799066	0.049654401	0.026392647	2099/6714	2	ESR1/SRC
SRC	MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	Sep-32	348/18369	5.42E-09	9.45E-07	4.03E-07	367/1387/2033/2099/3065/4087/4088/6714/7157	9	AR/CREBBP/EP300/ESR1/HDAC1/SMAD2/SMAD3/SRC/TP53
SRC	MF	GO:0140297	DNA-binding transcription factor binding	Sep-32	478/18369	8.36E-08	3.72E-06	1.58E-06	367/1387/2033/2099/3065/4087/4088/6714/7157	9	AR/CREBBP/EP300/ESR1/HDAC1/SMAD2/SMAD3/SRC/TP53
SRC	MF	GO:0046875	ephrin receptor binding	Mar-32	29/18369	1.70E-05	3.37E-04	1.43E-04	2534/2885/6714	3	FYN/GRB2/SRC
SRC	MF	GO:0016922	nuclear receptor binding	Apr-32	138/18369	9.31E-05	0.001275187	5.43E-04	2033/2099/4088/6714	4	EP300/ESR1/SMAD3/SRC
SRC	MF	GO:0051117	ATPase binding	Mar-32	86/18369	4.45E-04	0.003776103	0.001607803	367/2099/6714	3	AR/ESR1/SRC
SRC	MF	GO:0051219	phosphoprotein binding	Mar-32	92/18369	5.43E-04	0.004335707	0.001846073	2885/5594/6714	3	GRB2/MAPK1/SRC
SRC	MF	GO:0016004	phospholipase activator activity	Feb-32	22/18369	6.65E-04	0.004928677	0.00209855	2534/6714	2	FYN/SRC
SRC	MF	GO:0043274	phospholipase binding	Feb-32	23/18369	7.27E-04	0.004977423	0.002119305	2534/6714	2	FYN/SRC
SRC	MF	GO:0060229	lipase activator activity	Feb-32	25/18369	8.60E-04	0.0054686	0.00232844	2534/6714	2	FYN/SRC
SRC	MF	GO:0070851	growth factor receptor binding	Mar-32	137/18369	0.001718305	0.008147008	0.003468862	2534/2885/6714	3	FYN/GRB2/SRC
SRC	MF	GO:0030331	nuclear estrogen receptor binding	Feb-32	39/18369	0.002092694	0.009312487	0.003965104	2099/6714	2	ESR1/SRC
SRC	MF	GO:0004715	non-membrane spanning protein tyrosine kinase activity	Feb-32	43/18369	0.002539157	0.010272045	0.004373668	2534/6714	2	FYN/SRC
SRC	MF	GO:0005080	protein kinase C binding	Feb-32	49/18369	0.003285353	0.011695858	0.004979904	6714/7532	2	SRC/YWHAG
SRC	MF	GO:0097110	scaffold protein binding	Feb-32	66/18369	0.005883031	0.019758105	0.008412676	2534/6714	2	FYN/SRC
SRC	MF	GO:0070700	BMP receptor binding	Jan-32	10/18369	0.017288924	0.04808482	0.020473726	6714	1	SRC
SRC	NA	hsa05203	Viral carcinogenesis	Sep-22	205/8848	6.19E-10	5.17E-08	1.92E-08	1026/1387/2033/2885/3065/5594/6714/7157/7532	9	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/SRC/TP53/YWHAG
SRC	NA	hsa04520	Adherens junction	Jul-22	93/8848	1.69E-09	9.42E-08	3.50E-08	1387/1457/2033/2534/5594/4088/6714	7	CREBBP/CSNK2A1/EP300/FYN/MAPK1/SMAD3/SRC
SRC	NA	hsa05161	Hepatitis B	Aug-22	163/8848	2.87E-09	9.58E-08	3.56E-08	1026/1387/2033/2885/5594/4088/6714/7157	8	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3/SRC/TP53
SRC	NA	hsa04919	Thyroid hormone signaling pathway	Jul-22	122/8848	1.15E-08	3.19E-07	1.19E-07	1387/2033/2099/3065/5594/6714/7157	7	CREBBP/EP300/ESR1/HDAC1/MAPK1/SRC/TP53
SRC	NA	hsa01522	Endocrine resistance	Jun-22	99/8848	1.09E-07	1.82E-06	6.75E-07	1026/2099/2885/5594/6714/7157	6	CDKN1A/ESR1/GRB2/MAPK1/SRC/TP53
SRC	NA	hsa05205	Proteoglycans in cancer	Jul-22	204/8848	3.97E-07	5.53E-06	2.06E-06	1026/2099/2885/5594/4087/6714/7157	7	CDKN1A/ESR1/GRB2/MAPK1/SMAD2/SRC/TP53
SRC	NA	hsa05219	Bladder cancer	Apr-22	41/8848	2.73E-06	2.54E-05	9.43E-06	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
SRC	NA	hsa05167	Kaposi sarcoma-associated herpesvirus infection	Jun-22	196/8848	6.08E-06	5.34E-05	1.99E-05	1026/1387/2033/5594/6714/7157	6	CDKN1A/CREBBP/EP300/MAPK1/SRC/TP53
SRC	NA	hsa04917	Prolactin signaling pathway	Apr-22	71/8848	2.50E-05	1.78E-04	6.63E-05	2099/2885/5594/6714	4	ESR1/GRB2/MAPK1/SRC
SRC	NA	hsa04012	ErbB signaling pathway	Apr-22	86/8848	5.32E-05	3.07E-04	1.14E-04	1026/2885/5594/6714	4	CDKN1A/GRB2/MAPK1/SRC
SRC	NA	hsa05207	Chemical carcinogenesis - receptor activation	May-22	215/8848	1.52E-04	7.46E-04	2.78E-04	367/2099/2885/5594/6714	5	AR/ESR1/GRB2/MAPK1/SRC
SRC	NA	hsa05163	Human cytomegalovirus infection	May-22	226/8848	1.92E-04	9.16E-04	3.41E-04	1026/2885/5594/6714/7157	5	CDKN1A/GRB2/MAPK1/SRC/TP53
SRC	NA	hsa04926	Relaxin signaling pathway	Apr-22	130/8848	2.65E-04	0.001164931	4.33E-04	2885/5594/4087/6714	4	GRB2/MAPK1/SMAD2/SRC
SRC	NA	hsa04915	Estrogen signaling pathway	Apr-22	139/8848	3.42E-04	0.001429688	5.32E-04	2099/2885/5594/6714	4	ESR1/GRB2/MAPK1/SRC
SRC	NA	hsa05152	Tuberculosis	Apr-22	180/8848	9.10E-04	0.003164503	0.00117684	1387/2033/5594/6714	4	CREBBP/EP300/MAPK1/SRC
SRC	NA	hsa01521	EGFR tyrosine kinase inhibitor resistance	Mar-22	80/8848	9.68E-04	0.003300536	0.001227429	2885/5594/6714	3	GRB2/MAPK1/SRC
SRC	NA	hsa04510	Focal adhesion	Apr-22	203/8848	0.001422458	0.004657852	0.001732198	2534/2885/5594/6714	4	FYN/GRB2/MAPK1/SRC
SRC	NA	hsa04540	Gap junction	Mar-22	92/8848	0.001451895	0.004662816	0.001734044	2885/5594/6714	3	GRB2/MAPK1/SRC
SRC	NA	hsa04912	GnRH signaling pathway	Mar-22	93/8848	0.001497879	0.004719731	0.00175521	2885/5594/6714	3	GRB2/MAPK1/SRC
SRC	NA	hsa05208	Chemical carcinogenesis - reactive oxygen species	Apr-22	226/8848	0.00211085	0.006111198	0.00227268	2885/5594/4700/6714	4	GRB2/MAPK1/NDUFA6/SRC
SRC	NA	hsa04137	Mitophagy - animal	Mar-22	105/8848	0.002122452	0.006111198	0.00227268	1457/6714/7157	3	CSNK2A1/SRC/TP53
SRC	NA	hsa04611	Platelet activation	Mar-22	126/8848	0.003562952	0.009596983	0.003569001	2534/5594/6714	3	FYN/MAPK1/SRC
SRC	NA	hsa04921	Oxytocin signaling pathway	Mar-22	154/8848	0.006246197	0.015339925	0.005704731	1026/5594/6714	3	CDKN1A/MAPK1/SRC
SRC	NA	hsa04370	VEGF signaling pathway	Feb-22	60/8848	0.009574006	0.022519142	0.008374594	5594/6714	2	MAPK1/SRC
SRC	NA	hsa04360	Axon guidance	Mar-22	184/8848	0.010185291	0.023624218	0.008785558	2534/5594/6714	3	FYN/MAPK1/SRC
SRC	NA	hsa04613	Neutrophil extracellular trap formation	Mar-22	192/8848	0.011432575	0.024509819	0.009114903	3065/5594/6714	3	HDAC1/MAPK1/SRC
SRC	NA	hsa04062	Chemokine signaling pathway	Mar-22	193/8848	0.011594465	0.024509819	0.009114903	2885/5594/6714	3	GRB2/MAPK1/SRC
SRC	NA	hsa05130	Pathogenic Escherichia coli infection	Mar-22	203/8848	0.013287182	0.02673445	0.009942216	2534/5594/6714	3	FYN/MAPK1/SRC
SRC	NA	hsa05417	Lipid and atherosclerosis	Mar-22	216/8848	0.015690563	0.030118667	0.011200765	5594/6714/7157	3	MAPK1/SRC/TP53
SRC	NA	hsa05131	Shigellosis	Mar-22	249/8848	0.022840621	0.041014879	0.015252933	5594/6714/7157	3	MAPK1/SRC/TP53
SRC	NA	hsa04144	Endocytosis	Mar-22	252/8848	0.023566067	0.041867374	0.015569966	4087/4088/6714	3	SMAD2/SMAD3/SRC
SRC	NA	hsa04625	C-type lectin receptor signaling pathway	Feb-22	105/8848	0.027611539	0.047537393	0.017678577	5594/6714	2	MAPK1/SRC
SRC	NA	hsa05203	Viral carcinogenesis	Sep-22	205/8848	6.19E-10	5.17E-08	1.92E-08	1026/1387/2033/2885/3065/5594/6714/7157/7532	9	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/SRC/TP53/YWHAG
SRC	NA	hsa04520	Adherens junction	Jul-22	93/8848	1.69E-09	9.42E-08	3.50E-08	1387/1457/2033/2534/5594/4088/6714	7	CREBBP/CSNK2A1/EP300/FYN/MAPK1/SMAD3/SRC
SRC	NA	hsa05161	Hepatitis B	Aug-22	163/8848	2.87E-09	9.58E-08	3.56E-08	1026/1387/2033/2885/5594/4088/6714/7157	8	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3/SRC/TP53
SRC	NA	hsa04919	Thyroid hormone signaling pathway	Jul-22	122/8848	1.15E-08	3.19E-07	1.19E-07	1387/2033/2099/3065/5594/6714/7157	7	CREBBP/EP300/ESR1/HDAC1/MAPK1/SRC/TP53
SRC	NA	hsa01522	Endocrine resistance	Jun-22	99/8848	1.09E-07	1.82E-06	6.75E-07	1026/2099/2885/5594/6714/7157	6	CDKN1A/ESR1/GRB2/MAPK1/SRC/TP53
SRC	NA	hsa05205	Proteoglycans in cancer	Jul-22	204/8848	3.97E-07	5.53E-06	2.06E-06	1026/2099/2885/5594/4087/6714/7157	7	CDKN1A/ESR1/GRB2/MAPK1/SMAD2/SRC/TP53
SRC	NA	hsa05219	Bladder cancer	Apr-22	41/8848	2.73E-06	2.54E-05	9.43E-06	1026/5594/6714/7157	4	CDKN1A/MAPK1/SRC/TP53
SRC	NA	hsa05167	Kaposi sarcoma-associated herpesvirus infection	Jun-22	196/8848	6.08E-06	5.34E-05	1.99E-05	1026/1387/2033/5594/6714/7157	6	CDKN1A/CREBBP/EP300/MAPK1/SRC/TP53
SRC	NA	hsa04917	Prolactin signaling pathway	Apr-22	71/8848	2.50E-05	1.78E-04	6.63E-05	2099/2885/5594/6714	4	ESR1/GRB2/MAPK1/SRC
SRC	NA	hsa04012	ErbB signaling pathway	Apr-22	86/8848	5.32E-05	3.07E-04	1.14E-04	1026/2885/5594/6714	4	CDKN1A/GRB2/MAPK1/SRC
SRC	NA	hsa05207	Chemical carcinogenesis - receptor activation	May-22	215/8848	1.52E-04	7.46E-04	2.78E-04	367/2099/2885/5594/6714	5	AR/ESR1/GRB2/MAPK1/SRC
SRC	NA	hsa05163	Human cytomegalovirus infection	May-22	226/8848	1.92E-04	9.16E-04	3.41E-04	1026/2885/5594/6714/7157	5	CDKN1A/GRB2/MAPK1/SRC/TP53
SRC	NA	hsa04926	Relaxin signaling pathway	Apr-22	130/8848	2.65E-04	0.001164931	4.33E-04	2885/5594/4087/6714	4	GRB2/MAPK1/SMAD2/SRC
SRC	NA	hsa04915	Estrogen signaling pathway	Apr-22	139/8848	3.42E-04	0.001429688	5.32E-04	2099/2885/5594/6714	4	ESR1/GRB2/MAPK1/SRC
SRC	NA	hsa05152	Tuberculosis	Apr-22	180/8848	9.10E-04	0.003164503	0.00117684	1387/2033/5594/6714	4	CREBBP/EP300/MAPK1/SRC
SRC	NA	hsa01521	EGFR tyrosine kinase inhibitor resistance	Mar-22	80/8848	9.68E-04	0.003300536	0.001227429	2885/5594/6714	3	GRB2/MAPK1/SRC
SRC	NA	hsa04510	Focal adhesion	Apr-22	203/8848	0.001422458	0.004657852	0.001732198	2534/2885/5594/6714	4	FYN/GRB2/MAPK1/SRC
SRC	NA	hsa04540	Gap junction	Mar-22	92/8848	0.001451895	0.004662816	0.001734044	2885/5594/6714	3	GRB2/MAPK1/SRC
SRC	NA	hsa04912	GnRH signaling pathway	Mar-22	93/8848	0.001497879	0.004719731	0.00175521	2885/5594/6714	3	GRB2/MAPK1/SRC
